"id","batch_label","batch_quantity_mts","batch_crop","batch_product","product_origin","year","test_type","storage_type","moisture_maize_grain","Immaturegrains","Discolored_grains","Liveinfestation","total_aflatoxins_ug_kg_maize_grain","abnormal_odours_maize_grain","final_grade","test_date","organisation_id","nvcondition","season","tester","description","Other_colors","broken_kernels_percent_maize_grain","foreign_matter_percent_maize_grain","pest_damaged","rotten","condsample","sampledby","bags_sampled","districts","price","moisturechanges","romerid","totaldefective","url","theurl","expiration","production","batchnumber","batchnumberflour","linkedclient","linkedtones","labtested","sampleowne"
"1475","label","0.4","Maize","Flour","Rwanda","2023",NULL,NULL,"12.4",NULL,NULL,NULL,"0",NULL,"1","2023-12-14","182",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"60000",NULL,"12981",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1476","label","6","Maize","Flour","Rwanda","2023",NULL,NULL,"11.7",NULL,NULL,NULL,"5.3",NULL,"1","2023-12-19","329",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"20000",NULL,"12977",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1477","label","8","Maize","Flour","Rwanda","2023",NULL,NULL,"11",NULL,NULL,NULL,"18.9",NULL,"4","2023-12-19","329",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"20000",NULL,"12984",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1478","label","2","Maize","Flour","Rwanda","2023",NULL,NULL,"11.1",NULL,NULL,NULL,"0",NULL,"1","2023-12-21","317",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"60000",NULL,"13620",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1479","label","2","Maize","Flour","Rwanda","2023",NULL,NULL,"11.1",NULL,NULL,NULL,"0",NULL,"1","2023-12-21","317",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"60000",NULL,"13637",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1480","label","2","Maize","Flour","Rwanda","2023",NULL,NULL,"10.9",NULL,NULL,NULL,"1.5",NULL,"1","2023-12-21","317",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"60000",NULL,"13646",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1481","label","2","Maize","Flour","Rwanda","2023",NULL,NULL,"11",NULL,NULL,NULL,"0",NULL,"1","2023-12-21","317",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"60000",NULL,"13631",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1482","label","2","Maize","Flour","Rwanda","2023",NULL,NULL,"11.8",NULL,NULL,NULL,"0",NULL,"1","2023-12-21","317",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"60000",NULL,"13633",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1483","label","2","Maize","Flour","Rwanda","2023",NULL,NULL,"11.7",NULL,NULL,NULL,"0",NULL,"1","2023-12-21","317",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"60000",NULL,"13619",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1484","label","2","Maize","Flour","Rwanda","2023",NULL,NULL,"11.5",NULL,NULL,NULL,"0",NULL,"1","2023-12-21","317",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"60000",NULL,"13607",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1485","label","2","Maize","Flour","Rwanda","2023",NULL,NULL,"11.4",NULL,NULL,NULL,"0",NULL,"1","2023-12-21","317",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"60000",NULL,"13654",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1486","label","2","Maize","Flour","Rwanda","2023",NULL,NULL,"10.8",NULL,NULL,NULL,"0",NULL,"1","2023-12-21","317",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"60000",NULL,"13615",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1487","label","2","Maize","Flour","Rwanda","2023",NULL,NULL,"10.8",NULL,NULL,NULL,"0",NULL,"1","2023-12-21","317",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"60000",NULL,"13639",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1488","label","2","Maize","Flour","Rwanda","2023",NULL,NULL,"11.8",NULL,NULL,NULL,"0",NULL,"1","2023-12-21","317",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"60000",NULL,"13635",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1489","label","2","Maize","Flour","Rwanda","2023",NULL,NULL,"11.7",NULL,NULL,NULL,"0",NULL,"1","2023-12-21","317",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"60000",NULL,"13641",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1490","label","2","Maize","Flour","Rwanda","2023",NULL,NULL,"11.8",NULL,NULL,NULL,"0",NULL,"1","2023-12-21","317",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"60000",NULL,"12973",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1491","label","2","Maize","Flour","Rwanda","2023",NULL,NULL,"11.6",NULL,NULL,NULL,"0",NULL,"1","2023-12-21","317",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"60000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1492","label","2","Maize","Flour","Rwanda","2023",NULL,NULL,"12.1",NULL,NULL,NULL,"0",NULL,"1","2023-12-21","317",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"60000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1493","label","2","Maize","Flour","Rwanda","2023",NULL,NULL,"12.1",NULL,NULL,NULL,"0",NULL,"1","2023-12-21","317",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"60000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1494","label","2","Maize","Flour","Rwanda","2023",NULL,NULL,"12.1",NULL,NULL,NULL,"0.2",NULL,"1","2023-12-21","317",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"60000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1495","label","2","Maize","Flour","Rwanda","2023",NULL,NULL,"12",NULL,NULL,NULL,"0",NULL,"1","2023-12-21","317",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"60000",NULL,"12951",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1496","label","2","Maize","Flour","Rwanda","2023",NULL,NULL,"12.1",NULL,NULL,NULL,"0",NULL,"1","2023-12-21","317",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"60000",NULL,"12983",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1497","label","2","Maize","Flour","Rwanda","2023",NULL,NULL,"12.1",NULL,NULL,NULL,"0",NULL,"1","2023-12-21","317",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"60000",NULL,"12995",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1498","label","2","Maize","Flour","Rwanda","2023",NULL,NULL,"12.1",NULL,NULL,NULL,"1",NULL,"1","2023-12-21","317",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"60000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1499","label","2","Maize","Flour","Rwanda","2023",NULL,NULL,"12",NULL,NULL,NULL,"0",NULL,"1","2023-12-21","317",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"60000",NULL,"12985",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1500","label","2","Maize","Flour","Rwanda","2023",NULL,NULL,"12.1",NULL,NULL,NULL,"0",NULL,"1","2023-12-21","317",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"60000",NULL,"12976",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1501","label","2","Maize","Flour","Rwanda","2023",NULL,NULL,"12",NULL,NULL,NULL,"0",NULL,"1","2023-12-21","317",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"60000",NULL,"12968",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1502","label","2","Maize","Flour","Rwanda","2023",NULL,NULL,"12",NULL,NULL,NULL,"0",NULL,"1","2023-12-21","317",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"60000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1503","label","2","Maize","Flour","Rwanda","2023",NULL,NULL,"12.1",NULL,NULL,NULL,"0",NULL,"1","2023-12-21","317",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"60000",NULL,"12982",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1504","label","7","Maize","Flour","Rwanda","2023",NULL,NULL,"12.4",NULL,NULL,NULL,"5.4",NULL,"1","2024-01-15","196",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"40000",NULL,"13651",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1505","label","2","Maize","Flour","Rwanda","2023",NULL,NULL,"12.1",NULL,NULL,NULL,"0",NULL,"1","2024-01-24","317",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Charles Nizeyimana",NULL,NULL,"60000",NULL,"13652",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1506","label","2","Maize","Flour","Rwanda","2023",NULL,NULL,"12.1",NULL,NULL,NULL,"0",NULL,"1","2024-01-24","317",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Charles Nizeyimana",NULL,NULL,"60000",NULL,"13629",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1507","label","2","Maize","Flour","Rwanda","2023",NULL,NULL,"12.1",NULL,NULL,NULL,"0.1",NULL,"1","2024-01-24","317",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Charles Nizeyimana",NULL,NULL,"60000",NULL,"13618",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1508","label","2","Maize","Flour","Rwanda","2023",NULL,NULL,"12.1",NULL,NULL,NULL,"1.1",NULL,"1","2024-01-24","317",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Charles Nizeyimana",NULL,NULL,"60000",NULL,"13623",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1509","label","3","Maize","Flour","Rwanda","2023",NULL,NULL,"13.2",NULL,NULL,NULL,"0",NULL,"1","2024-02-20","331",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"40000",NULL,"13608",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1510","label","10","Maize","Flour","Rwanda","2023",NULL,NULL,"12.8",NULL,NULL,NULL,"0",NULL,"1","2024-02-22","136",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"40000",NULL,"13632",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1511","label","8","Maize","Flour","Rwanda","2023",NULL,NULL,"12.9",NULL,NULL,NULL,"0",NULL,"1","2024-02-22","136",NULL,NULL,"Charles Nizeyimana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"40000",NULL,"13610",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1512","label","50","Maize","Flour","Rwanda","2023",NULL,NULL,"11.4",NULL,NULL,NULL,"7.4",NULL,"1","2024-02-28","332",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Organisation Staff",NULL,NULL,"20000",NULL,"13643",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1515","Maize grain","30","Maize","Grain","Rwanda","2022","First","WareHouse","14.2","0.135","0.77","Present","1.6","Absent","4","2024-04-25","8",NULL,"A","Fiston Charles Nizeyimana","Maize Grain",NULL,"0","0","1.48","0.65","Good","Organisation staff","18","Nyagatare","40000",NULL,"1825",NULL,NULL,"www.aflakiosk.com",NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1516","ZUCHU maize flour","75","Maize","Flour","Rwanda","2022","First","Factory","13.9",NULL,NULL,NULL,"2.2",NULL,"4","2024-04-24","301",NULL,"A","Fiston Charles Nizeyimana","Maize Flour",NULL,NULL,NULL,NULL,NULL,"Good","Organisation staff","10","Kicukiro","40000",NULL,"1823",NULL,NULL,"https://drive.google.com/file/d/1x43gAjeNaRDWomK1hGpktea72tve8Lhy/view?usp=sharing","2025-04-01","2024-04-01",NULL,"007",NULL,NULL,"Kigali Laboratory",
"1517","Fortified Wholegrain Maize Flour","3","Maize","Flour","Rwanda","2022","First","Factory","11",NULL,NULL,NULL,"13.2",NULL,"1","2024-04-24","184",NULL,"A","Fiston Charles Nizeyimana","Maize Flour",NULL,NULL,NULL,NULL,NULL,"Good","Organisation staff","5","Bugesera","40000",NULL,"1824",NULL,NULL,"https://drive.google.com/file/d/1kLL-7PLMbepSOw7xl2Rv9OgMDWuQg_Qw/view?usp=sharing","2024-10-21","2024-04-22",NULL,"000",NULL,NULL,"Kigali Laboratory",
"1518","Sample 1","5","Maize","Flour","Rwanda","2022","First","Factory","13.8",NULL,NULL,NULL,"1.8",NULL,"4","2024-04-30","136",NULL,"B","Fiston Charles Nizeyimana","Maize Flour",NULL,NULL,NULL,NULL,NULL,"Good","Organisation staff","10","Kicukiro","40000",NULL,"1826",NULL,NULL,"https://vanguardeconomics0-my.sharepoint.com/:b:/g/personal/dimitri_vanguardeconomics_com/Efj3VGH97bdPs18gU-rCsSwBIojdr-an7zj5kCo2Jv4TPg?e=yCqTMO","2025-04-26","2024-04-26",NULL,"001",NULL,NULL,"Kigali Laboratory",
"1519","Sample 2","5","Maize","Flour","Rwanda","2022","First","Factory","13.8",NULL,NULL,NULL,"2.1",NULL,"4","2024-04-30","136",NULL,"B","Fiston Charles Nizeyimana","Maize Flour",NULL,NULL,NULL,NULL,NULL,"Good","Organisation staff","10","Kicukiro","40000",NULL,"1827",NULL,NULL,"https://vanguardeconomics0-my.sharepoint.com/:b:/g/personal/dimitri_vanguardeconomics_com/EVOf_hgoFshMr7ecOtgkZWwBH7FtKLxrKULHx7SRCGzl_A?e=4CK9jj","2025-04-29","2024-04-29",NULL,"001",NULL,NULL,"Kigali Laboratory",
"1520","Grains","15","Maize","Grain","Rwanda","2022","First","Factory","14.8","0.05","0.01","Absent","67.8","Absent","4","2024-04-30","136",NULL,"B","Fiston Charles Nizeyimana","Maize Grain",NULL,"0","0","0.03","0","Good","Organisation staff","13","Kicukiro","40000",NULL,"1827",NULL,NULL,"https://vanguardeconomics0-my.sharepoint.com/:b:/g/personal/dimitri_vanguardeconomics_com/EWhjvy1OeZNGmaOXxdDOqVYBwZpKzGip1JhXb_lnsYaOSA?e=4yPzdc",NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1521","IBENGEZA Maize Flour","10","Maize","Flour","Rwanda","2022","First","Factory","12.8",NULL,NULL,NULL,"2.6",NULL,"1","2024-05-07","336",NULL,"B","Benjamin Byinshi","Maize Flour",NULL,NULL,NULL,NULL,NULL,"Good","Organisation staff","9","Kamonyi","40000",NULL,"1829",NULL,NULL,"https://vanguardeconomics0-my.sharepoint.com/:b:/g/personal/dimitri_vanguardeconomics_com/EVN7diTrjUJJnwXpkKhladsBa6_1qwquWF8WuX9SeEBBzA?e=PQc7gd","2025-05-01","2024-05-01",NULL,"014",NULL,NULL,"Kigali Laboratory",
"1522","AZAFU Maize Flour","10","Maize","Flour","Rwanda","2022","First","Factory","12",NULL,NULL,NULL,"3",NULL,"1","2024-05-13","337",NULL,"A","Fiston Charles Nizeyimana","Maize Flour",NULL,NULL,NULL,NULL,NULL,"Good","Organisation staff","7","Kamonyi","40000",NULL,"1830",NULL,NULL,"https://vanguardeconomics0-my.sharepoint.com/:b:/g/personal/dimitri_vanguardeconomics_com/EZPUgEkaifdCmAayBTX_RbwBOSZONSnDjdyyCms8Ehmiug?e=sUefn3","2025-05-01","2024-05-01",NULL,"002",NULL,NULL,"Kigali Laboratory",
"1523","DOBRA Maize Flour","20","Maize","Flour","Rwanda","2022","First","Factory","11.4",NULL,NULL,NULL,"4.1",NULL,"1","2024-05-14","338",NULL,"B","Sarah Igitego","Maize Flour",NULL,NULL,NULL,NULL,NULL,"Good","Organisation staff","5","Kamonyi","40000",NULL,"1831",NULL,NULL,"https://vanguardeconomics0-my.sharepoint.com/:b:/g/personal/dimitri_vanguardeconomics_com/ER0b7hmBV2FClLWvCcYCHDgBfnQjFydJQKmT9nb3u_UgKA?e=swx7tS","2025-05-01","2024-05-01",NULL,"002",NULL,NULL,"Kigali Laboratory",
"1524","Batch 5 (Grains)","11","Maize","Grain","Rwanda","2022","First","WareHouse","15.2","2.13","0.71","Absent","1","Absent","4","2024-05-15","136",NULL,"B","Fiston Charles Nizeyimana","Maize Grain",NULL,"0","0","0.43","0.935","Good","Organisation staff","15","Kirehe","40000",NULL,"1832",NULL,NULL,"https://vanguardeconomics0-my.sharepoint.com/:b:/g/personal/dimitri_vanguardeconomics_com/ETu5ncOF1N9EhVuFQ_ec1L0B0kWeL9FOJvkV4h_91uVoGg?e=f5LpF1",NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1525","UPENDO Maize FLour","0.01","Maize","Flour","Rwanda","2022","First","Store","12.4",NULL,NULL,NULL,"2.1",NULL,"1","2024-05-16","325",NULL,"A","Sarah Igitego","Maize Flour",NULL,NULL,NULL,NULL,NULL,"Good","Organisation staff","1","Kamonyi","40000",NULL,"1833",NULL,NULL,"https://drive.google.com/file/d/1MAXA-_n1sKMvQT1iPmZ8IDhobi47-hP7/view?usp=sharing","2025-05-01","2024-05-01",NULL,"004",NULL,NULL,"Kigali Laboratory",
"1526","Mbanira Maize flour","0.012","Maize","Flour","Rwanda","2022","First","Store","12.7",NULL,NULL,NULL,"52.2",NULL,"1","2024-05-16","339",NULL,"A","Sarah Igitego","Maize Flour",NULL,NULL,NULL,NULL,NULL,"Good","Organisation staff","4","Nyagatare","40000",NULL,"1834",NULL,NULL,"https://drive.google.com/file/d/1ddaxzGT5BquHTJNAtqHHHvRXOItAlXBN/view?usp=sharing","2025-05-01","2024-05-01",NULL,"001",NULL,NULL,"Kigali Laboratory",
"1527","Maize Grain","200","Maize","Grain","Uganda","2022","First","Store","12","1.5","0.5","Absent","3","Absent","2","2024-05-20","5",NULL,"A","Sarah Igitego","Goos",NULL,"1","0.5","1","0.5","Good","Organisation staff","12",NULL,"40000",NULL,"12",NULL,NULL,"www.aflakiosk.com",NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1528","NDUWE Maize Flour","20","Maize","Flour","Rwanda","2022","First","Factory","11.9",NULL,NULL,NULL,"3.3",NULL,"1","2024-05-24","340",NULL,"B","Fiston Charles Nizeyimana","Maize Flour",NULL,NULL,NULL,NULL,NULL,"Good","Organisation staff","8","Rusizi","40000",NULL,"1835",NULL,NULL,"https://drive.google.com/file/d/1f_E80W0E7ckCColsYLo8jLF3wFnkoFwR/view?usp=sharing","2025-05-10","2024-05-10",NULL,"001",NULL,NULL,"Kigali Laboratory",
"1529","ZUBA Maize Flour","10","Maize","Flour","Rwanda","2022","First","Factory","11.9",NULL,NULL,NULL,"3.3",NULL,"1","2024-05-24","341",NULL,"B","Fiston Charles Nizeyimana","Maize Flour",NULL,NULL,NULL,NULL,NULL,"Good","Organisation staff","6","Rusizi","40000",NULL,"1836",NULL,NULL,"https://drive.google.com/file/d/19bx42ivotltiv1tf_9Au6OWwDS2nl78l/view?usp=sharing","2025-05-20","2024-05-20",NULL,"Zuba 06",NULL,NULL,"Kigali Laboratory",
"1530","Drying 1","30","Maize","Grain","Tanzania","2022","First","WareHouse","13.3","0","1","Absent","9","Absent","1","2024-05-27","8",NULL,"A","Fiston Charles Nizeyimana","Maize Grain",NULL,"0","0","0.6","0.215","Good","Organisation staff","20",NULL,"40000",NULL,"1837",NULL,NULL,"https://drive.google.com/file/d/1bq1-QGyDmy3Z1z5Yr72L63g6yBj7qjHx/view?usp=sharing",NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1531","1 Bitimusi","32","Maize","Grain","Tanzania","2022","First","WareHouse","13","0","0.93","Absent","4.5","Absent","1","2024-05-27","8",NULL,"A","Fiston Charles Nizeyimana","Maize grain",NULL,"0","0","0.57","0.52","Good","Organisation staff","22",NULL,"40000",NULL,"1838",NULL,NULL,"https://drive.google.com/file/d/1L4taSzDWYskxo0YvmEAqB974EoeaeNuG/view?usp=sharing",NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1532","Sample 1","20","Maize","Flour","Rwanda","2022","First","Factory","11.8",NULL,NULL,NULL,"4.3",NULL,"1","2024-06-07","136",NULL,"A","Fiston Charles Nizeyimana","Maize Flour",NULL,NULL,NULL,NULL,NULL,"Good","Organisation staff","8","Kicukiro","40000",NULL,"1839",NULL,NULL,"https://drive.google.com/file/d/1HBaO7kvSDIStnJmEnLtQ-IH7xvGL1ILr/view?usp=sharing","2024-12-20","2023-12-20",NULL,"00",NULL,NULL,"Kigali Laboratory",
"1533","Sample 2","21","Maize","Flour","Rwanda","2022","First","Factory","12",NULL,NULL,NULL,"4.9",NULL,"1","2024-06-07","136",NULL,"A","Fiston Charles Nizeyimana","Maize Flour",NULL,NULL,NULL,NULL,NULL,"Good","Organisation staff","8","Kicukiro","40000",NULL,"1840",NULL,NULL,"https://drive.google.com/file/d/1J0UxVXhyVorMblOGC7dh72DlZgFZMIta/view?usp=sharing","2024-11-01","2023-11-01",NULL,"01",NULL,NULL,"Kigali Laboratory",
"1534","FARAHI Maize Flour","15","Maize","Flour","Rwanda","2022","First","Factory","11.5",NULL,NULL,NULL,"3.7",NULL,"1","2024-06-10","192",NULL,"B","Fiston Charles Nizeyimana","Maize Flour",NULL,NULL,NULL,NULL,NULL,"Good","Organisation staff","5","Gasabo","40000",NULL,"1841",NULL,NULL,"https://drive.google.com/file/d/1oRsqE7L-gqDTgzwVhW3UWWDQz38M3d-H/view?usp=sharing","2025-05-01","2024-05-01",NULL,"0056",NULL,NULL,"Kigali Laboratory",
"1535","KANUMA Maize Flour","15","Maize","Flour","Rwanda","2022","First","Factory","11.7",NULL,NULL,NULL,"2.8",NULL,"1","2024-06-24","196",NULL,"B","Fiston Charles Nizeyimana","Maize Flour",NULL,NULL,NULL,NULL,NULL,"Good","Organisation staff","7","Gasabo","40000",NULL,"1842",NULL,NULL,"https://drive.google.com/file/d/19qLFo01ELaLRclCe7pfHn3DpwyC0EHtu/view?usp=sharing","2025-06-24","2024-06-24",NULL,"0055",NULL,NULL,"Kigali Laboratory",
"1536","Maize","0.01","Maize","Grain","Uganda","2022","First","Store","2","1","1","Absent","3.2","Absent","2","2024-06-25","342",NULL,"A","Sarah Igitego","grain maize",NULL,"1","1","1","1","Good","Sarah Igitego","12",NULL,"0",NULL,"12",NULL,NULL,"www.aflakiosk.com",NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1537","Sample 1","1","Maize","Grain","Rwanda","2022","First","Store","12.9","2.995","4.67","Present","41.4","Absent","4","2024-07-02","143",NULL,"A","Fiston Charles Nizeyimana","Maize Grain",NULL,"7.02","5.16","9.93","5.355","Good","Organisation staff","10","Nyarugenge","40000",NULL,"1843",NULL,NULL,"https://drive.google.com/file/d/1kCczbLwVO7Sk6HAfVqSO6T3rtufGwO7n/view?usp=sharing",NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"1538","Soso Breeder Mash 1-1130260624","5","Maize","Feed","Rwanda","2022","First","Factory","0",NULL,NULL,NULL,"14.7",NULL,"1","2024-07-02","118",NULL,"B","Fiston Charles Nizeyimana","Animal Feed",NULL,NULL,NULL,NULL,NULL,"Good","Organisation staff","8","Rwamagana","20000",NULL,"1844",NULL,NULL,"https://drive.google.com/file/d/1DnP59eAMDgDCpjKgwsIKh_G2UpcJBd6M/view?usp=sharing",NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
